laptop_ID,Price_in_euros
209,1920.3619000000006
1281,311.67463809523815
1168,393.43509999999986
1231,981.5768
1020,1097.9791
379,495.5229
553,906.22
172,951.538
779,1441.8819666666666
609,387.1105
256,2395.8752266666656
117,1479.8434999999986
283,505.0899
1195,1626.4629
588,916.7953000000001
743,568.9762000000001
715,2757.6116
160,1422.108
1021,1819.7916000000007
49,601.4886000000004
690,1410.0734666666667
1135,275.0345666666668
852,744.2579999999999
857,1448.3564000000001
210,508.43759999999986
485,638.2338000000001
560,533.5702
1209,423.6777666666666
953,2422.6268999999998
460,1059.1772999999996
1092,2265.2326933333325
152,488.6755999999999
806,886.8087
986,3013.114866666666
917,2076.5284
408,1882.7650873015868
942,599.5577999999996
959,1614.0752666666667
461,895.3011000000001
858,1459.4409
329,568.8343
1293,1037.3106
1284,566.9653999999997
628,1228.5258999999999
262,1226.8637666666662
933,1078.2417333333333
676,1166.8697
608,727.510475
125,767.3331000000002
450,514.1414285714286
67,1900.3980999999999
93,686.9342999999999
769,1182.658333333333
1070,597.53985
1162,1563.7079999999999
594,1726.6364
288,591.4656
273,800.1198999999999
355,1008.3294999999999
717,674.5524
18,2638.8529000000017
804,1674.3262999999997
60,456.1865000000001
186,1911.1113
298,1569.6462
864,1379.3488000000004
1026,1006.7255000000006
240,1521.2672666666665
875,1770.638
276,2228.9368999999992
939,647.1099333333335
436,475.85666666666674
702,1144.97
938,1748.1888000000004
558,935.4669
527,1274.7255404761904
624,1585.5797666666665
1128,1627.0218000000002
844,1520.2576333333334
811,1375.9053999999999
129,594.648
994,1456.1384000000003
445,2009.6796
1051,1604.8969000000004
937,1509.9000666666668
1073,1840.9048999999986
382,680.0429999999999
765,938.6954999999999
159,1179.0863
998,973.9739
696,656.1643333333334
90,1988.9745
1082,1154.5197
913,3487.1806000000006
252,2723.060499999997
1183,1206.1547440476188
589,1013.1272000000004
962,525.4439199999999
989,1126.1565
361,940.8312000000001
849,1789.8412777777773
1067,754.1365000000001
1,1124.9232000000004
380,1065.8623
344,395.8096000000002
683,1782.1894999999997
405,1965.5588999999998
602,537.8449
1296,375.48949999999996
782,1140.7943857142857
91,1549.5244999999993
1122,727.4219999999998
251,794.5423999999999
218,705.9809000000001
941,945.3499000000004
533,632.0839
1258,534.6699000000001
1059,1510.8140999999998
905,1929.3263
220,1197.4555000000003
230,964.3762999999999
1319,675.6655999999999
265,1067.4660000000001
906,1637.43
880,1915.7880999999993
733,503.98979999999995
1004,1512.515
866,871.0588
80,632.4259
1278,1283.6898
744,1701.9438
1010,1441.9774
351,1862.8788
524,2064.6943
573,779.7079000000001
208,2263.328866666666
799,1352.2039999999997
97,1572.5100000000002
375,1521.7811
1076,594.6165999999997
189,1435.9891999999998
225,767.4108000000001
1084,1098.3644
1029,1192.84
1248,1681.9
73,1197.4555000000003
1178,1551.9328000000005
659,977.0068000000001
87,1391.7002
474,593.5767999999999
1111,632.8824999999994
56,866.6969999999998
816,798.7656
1077,1188.8105999999993
348,808.5300000000002
664,810.4837999999997
536,1322.6416666666667
248,990.8978
3,1108.825400000001
170,450.20889999999997
555,433.29509999999993
612,2172.1584000000007
1239,1164.8483333333338
981,718.0651750000001
487,1162.9883000000004
404,1016.0661000000001
1031,2341.6477
1314,264.497
320,840.1392000000001
729,1274.9398
1107,1379.3095285714287
314,442.41049999999996
1273,443.2080999999999
1270,651.6703083333333
693,2565.808499999998
1205,652.5255
911,916.7953000000001
272,478.2677
532,1260.8533
1102,1060.421
1182,752.3355083333335
839,4975.1389
529,1161.1005999999998
863,735.8096333333332
772,1258.9962999999998
1221,2044.454
759,551.9894
1194,715.8458333333333
821,1426.3618999999994
497,812.5947
100,677.8486
1204,2099.4864
1071,603.8745999999999
1202,690.2022000000001
881,599.1030166666666
919,345.11738214285725
968,1351.9285000000004
299,968.8288
632,742.5486166666668
36,380.18050000000005
193,1067.4660000000001
1274,1831.7284000000009
481,1091.5199000000002
143,681.1629
999,605.3714
383,425.03880000000004
1075,1787.236400000001
168,450.20889999999997
515,1636.5464000000002
662,359.1421000000004
1150,1086.3853999999992
108,867.0126000000001
997,589.5296333333334
103,955.3923142857149
308,667.887716666667
975,1482.7708999999998
872,1055.9695333333339
1170,562.7832
425,831.2467000000001
179,566.5808000000001
217,393.3775000000003
803,1144.788
1148,1283.3013666666673
814,1502.5049
774,1048.9973
908,1123.6143857142856
1006,419.0178000000001
1247,1193.8858
707,628.7582666666667
1230,1706.7167000000002
381,489.94286666666653
882,428.35867999999994
708,1044.0981
502,1204.7791000000002
1169,382.7138
550,977.0068000000001
1096,3105.380733333333
24,1069.597
784,1160.5502
556,1555.7151
807,1799.8099
1245,549.2483999999996
751,1276.9813000000001
1039,1291.5553857142854
1176,687.9286999999999
797,2321.4983066666655
830,1228.3390000000002
865,920.9901000000001
313,800.0108
1217,1744.3464666666664
1046,1380.8379738095243
1253,471.8753
931,1676.6154999999997
232,957.6030999999999
1174,1676.6154999999997
969,2525.9052066666663
548,611.327
164,463.38606666666675
1047,1241.6977000000002
77,1104.6769
652,419.2880000000001
554,461.74120000000005
512,1360.2007
1127,506.599
1131,2369.7224999999994
785,2275.488666666667
140,1394.2648000000004
1225,398.3475
922,2083.8694
479,1250.0217
544,637.5914
841,588.3166
478,856.9042000000002
1155,1351.5252000000005
113,1633.7487999999998
284,629.4101
415,465.455
735,1253.4696999999999
604,1040.9687
33,629.8332416666667
177,659.5855166666666
363,1053.9190999999998
888,1262.4541999999994
530,483.74969999999996
150,443.2080999999999
62,1059.4603000000002
1212,1105.222
752,2435.35
851,3135.5872133333323
1097,393.2776666666666
84,997.4443999999997
1042,1500.5901999999999
605,1550.7199999999998
668,1104.0424999999998
1066,1169.0799
1237,1615.2994
1259,1336.7430000000004
198,983.5695000000001
617,3774.207000000001
420,1063.382
1267,1690.4285
11,504.72510500000004
800,380.30966666666666
829,550.986
368,764.99
1164,1464.4685000000004
809,2306.480099999999
1255,745.8151000000003
793,1966.4935999999998
1142,1459.0411000000001
47,444.86800000000005
1264,848.7499
428,381.9061666666667
1308,514.8653999999999
374,829.5027999999999
301,1021.6902
767,2604.192973333331
1009,1207.71
82,939.3424
280,744.792825
940,1537.6271
1172,972.6900999999997
1157,1234.57665
1238,861.6832
315,1280.05
583,2100.7396
704,1966.4744
649,781.9243333333332
897,465.5903600000004
1064,2360.1076
147,442.8148266666665
274,983.9590999999999
1087,1462.746
1193,903.2490000000003
1045,535.4782000000001
433,962.0320000000002
68,415.8402
1141,393.2776666666666
777,1383.8438
72,1402.8894
900,440.36832000000004
419,478.88410000000005
577,2209.277499999998
656,1526.035
249,1799.8099
713,765.8409000000001
1272,411.48497142857144
300,1165.5043238095238
457,821.8987000000001
268,599.5577999999996
122,1100.9002000000003
531,1033.5022999999999
399,792.089
109,504.12869999999987
971,713.4354999999999
310,360.8317250000003
692,1693.496800000001
392,812.7891999999999
812,908.7370999999998
794,1884.856000000001
950,537.211
173,577.2701999999999
892,722.5049250000001
1143,916.64
665,1243.081266666668
776,1354.3905
868,1438.9424
658,3287.0906000000004
1023,992.4594000000001
495,1934.5992999999999
885,1768.1924000000001
1220,1672.7345
332,571.6651999999998
192,1279.4614999999992
429,1417.3056
1079,1957.5058000000004
846,659.5855166666666
561,799.3952666666665
330,875.6499
158,634.2588
127,478.9304
38,1049.7616
1032,1334.8051
1201,488.91280000000006
646,1704.3403
679,853.7988
820,2055.728766666666
948,908.5931000000002
483,1965.5588999999998
1017,987.9798
421,1375.6418000000003
