laptop_ID,Price_in_euros
209,1483.9634
1281,332.6164
1168,352.93533
1231,1058.4014
1020,1045.5973
379,516.48303
553,756.0695
172,972.08954
779,1353.7185
609,306.74423
256,2562.4321
117,1456.8436
283,505.27292
1195,1825.0299
588,884.7658
743,725.03296
715,2040.0914
160,1423.3104
1021,1991.1783
49,693.01227
690,1325.0192
1135,310.60562
852,704.6735
857,1446.5527
210,529.529
485,710.7107
560,628.3152
1209,799.6686
953,2542.3206
460,1073.7401
1092,2238.2146
152,384.95792
806,902.6715
986,3217.3845
917,2698.8228
408,1958.1083
942,603.3074
959,1398.0303
461,902.9264
858,1605.5543
329,839.6519
1293,940.19684
1284,693.5847
628,1315.7561
262,1167.9845
933,1094.1396
676,1155.7329
608,609.54755
125,710.642
450,434.40494
67,1942.0322
93,650.95483
769,1217.9138
1070,649.3114
1162,1563.1772
594,1699.009
288,631.07916
273,825.3878
355,922.9153
717,773.97815
18,2881.2888
804,1686.5187
60,456.85858
186,2070.5674
298,1317.6393
864,1512.211
1026,1023.2041
240,1211.751
875,1871.0872
276,2054.7412
939,761.16125
436,464.80566
702,1134.1516
938,1755.1006
558,1007.00146
527,1315.8988
624,1510.0087
1128,1734.4514
844,1641.3947
811,1332.1459
129,791.42114
994,1408.1938
445,2237.0825
1051,1568.7452
937,1412.249
1073,1776.5481
382,511.34378
765,1012.3448
159,1065.9364
998,911.923
696,721.752
90,1881.8767
1082,1238.1865
913,3856.9297
252,3196.7664
1183,1125.0375
589,913.9924
962,622.2243
989,1140.3231
361,897.153
849,1861.5128
1067,685.3001
1,1258.3876
380,1171.7123
344,316.47574
683,1779.6447
405,1890.7936
602,601.6137
1296,401.3063
782,1004.08344
91,1495.1371
1122,797.39087
251,696.8172
218,710.642
941,983.9059
533,592.9963
1258,515.66425
1059,1172.8176
905,1985.1638
220,1203.686
230,905.4626
1319,596.7234
265,1072.7966
906,1499.0061
880,1707.0458
733,489.5269
1004,1402.4308
866,960.23615
80,575.4897
1278,966.22833
744,1733.6847
1010,1598.3951
351,1763.81
524,1785.2894
573,750.7934
208,2393.6877
799,1306.7006
97,1062.1512
375,1571.5126
1076,626.16797
189,1350.7185
225,740.16675
1084,1172.4644
1029,1084.028
1248,1529.3693
73,1203.686
1178,1828.2394
659,783.9722
87,1581.0743
474,698.30304
1111,787.503
56,866.5312
816,661.3017
1077,1106.5779
348,850.96576
664,865.3821
536,1264.487
248,975.03925
3,726.27185
170,339.30814
555,451.933
612,2241.3354
1239,1229.7474
981,693.96936
487,1030.734
404,1048.4779
1031,2150.3706
1314,323.13684
320,888.7397
729,1236.7058
1107,1391.0264
314,447.2383
1273,364.14447
1270,626.7798
693,2333.401
1205,596.5701
911,1002.00653
272,478.71744
532,1288.2103
1102,1283.226
1182,566.80695
839,5491.646
529,1198.074
863,932.0008
772,1305.7086
1221,2153.674
759,588.9809
1194,878.2307
821,1412.6049
497,972.41547
100,679.1215
1204,1759.7252
1071,494.39474
1202,684.9111
881,566.6179
919,418.49286
968,1429.5922
299,875.3926
632,805.2347
36,299.9454
193,1072.7966
1274,1986.9441
481,1150.9568
143,763.1067
999,618.4374
383,472.78522
1075,1781.3701
168,339.30814
515,1574.2642
662,338.06488
1150,1233.7257
108,974.2887
997,635.1328
103,1070.2959
308,497.72083
975,1557.0289
872,1244.6798
1170,619.92053
425,653.5339
179,651.60156
217,459.26782
803,1367.2307
1148,1304.7662
814,1351.5724
774,711.3569
908,913.96796
1006,293.2553
1247,1240.3447
707,690.4917
1230,1737.9222
381,546.6967
882,415.68634
708,840.2368
502,1305.281
1169,364.7838
550,783.9722
1096,2801.8772
24,1175.2438
784,1023.8051
556,1314.2788
807,1701.3083
1245,531.57605
751,1309.3503
1039,1324.7894
1176,928.2284
797,2156.8145
830,1120.1412
865,1046.406
313,935.7309
1217,1940.0289
1046,1354.0632
1253,526.3593
931,1806.6764
232,994.8239
1174,1806.6764
969,2601.4146
548,616.9585
164,450.87833
1047,1402.8943
77,1089.3812
652,408.1004
554,511.62582
512,1110.0494
1127,398.476
1131,2296.4485
785,1950.7498
140,1146.0956
1225,412.16208
922,2308.5808
479,1329.2667
544,459.8384
841,492.0422
478,898.3541
1155,1483.7882
113,1507.2084
284,767.2434
415,489.84482
735,1054.7523
604,1079.4692
33,766.5956
177,690.5439
363,916.5446
888,1366.3835
530,445.84778
150,460.20895
62,1079.6772
1212,1220.9513
752,2175.2502
851,3448.2302
1097,474.76416
84,947.39105
1042,1422.3416
605,1514.8871
668,1148.2795
1066,1181.7961
1237,1440.1057
1259,1274.6392
198,1065.0916
617,2682.94
420,973.4217
1267,1680.7537
11,490.3102
800,295.41177
829,407.15237
368,740.6225
1164,1699.3024
809,2112.9683
1255,824.9741
793,1999.992
1142,1640.3766
47,350.5544
1264,904.11096
428,221.27946
1308,596.4962
374,1040.0007
301,903.80383
767,2509.0671
1009,994.86365
82,962.7801
280,759.08435
940,1548.7037
1172,1106.5048
1157,1238.2517
1238,1078.9803
315,1218.7434
583,2183.1445
704,2163.423
649,699.0424
897,408.7597
1064,1989.0927
147,576.4652
274,884.7858
1087,1602.261
1193,841.3321
1045,386.20108
433,891.4812
68,383.91684
1141,474.76416
777,1464.4385
72,1276.2451
900,515.92456
419,526.3593
577,1835.4922
656,1458.099
249,1701.3083
713,939.06287
1272,422.08716
300,1242.3478
457,799.67896
268,629.1706
122,879.7167
531,1063.4535
399,645.4446
109,608.5955
971,781.73175
310,307.7888
692,1762.5514
392,698.52795
812,1058.7482
794,2088.9146
950,465.5862
173,635.6745
892,680.3621
1143,957.19745
665,1211.4805
776,1637.8624
868,1715.9442
658,3857.6455
1023,892.8901
495,1962.3424
885,1826.1123
1220,1501.7748
332,509.65134
192,1147.3081
429,1226.4049
1079,1845.1168
846,690.5439
561,946.2305
330,808.7061
158,490.55118
127,478.60104
38,1137.6509
1032,1291.536
1201,394.35693
646,1659.7155
679,1002.0012
820,2121.924
948,983.51245
483,1857.3463
1017,912.9812
421,1456.0988
