laptop_ID,Price_in_euros
209,1552.2887
1281,321.94873
1168,318.28842
1231,1114.4628
1020,1098.4711
379,437.09155
553,768.7006
172,1074.9745
779,1273.6117
609,265.40762
256,2451.7786
117,1437.8064
283,454.36145
1195,1761.7057
588,852.4414
743,793.46185
715,2221.0415
160,1370.3518
1021,2144.811
49,669.9754
690,1262.6631
1135,350.00937
852,818.31024
857,1270.8599
210,411.6548
485,675.197
560,601.5931
1209,577.44855
953,2225.8125
460,1080.8251
1092,2277.405
152,379.08224
806,884.6043
986,2870.4436
917,2419.2412
408,2027.8652
942,573.36646
959,1435.2985
461,890.2273
858,1699.314
329,717.78357
1293,902.4316
1284,501.76245
628,1322.6744
262,1209.7074
933,1105.6188
676,1155.6731
608,666.39764
125,677.5729
450,466.9025
67,1919.5579
93,677.85095
769,1183.8805
1070,668.2737
1162,1566.2291
594,1708.3788
288,700.3736
273,811.8269
355,941.72156
717,724.3749
18,3016.7883
804,1668.3877
60,438.20648
186,2078.5544
298,1279.5608
864,1536.888
1026,1063.9941
240,1157.5271
875,1752.6921
276,1869.7272
939,763.0691
436,430.652
702,1040.5011
938,1785.1523
558,945.9014
527,1254.676
624,1532.4668
1128,1835.6298
844,1553.4736
811,1344.6971
129,769.4863
994,1493.012
445,2148.8667
1051,1559.9021
937,1451.7266
1073,1809.6047
382,487.42798
765,985.5654
159,1061.8612
998,835.6359
696,693.1324
90,1970.8782
1082,1223.5992
913,3282.5146
252,2864.8965
1183,1094.7484
589,876.3988
962,548.60516
989,1127.9814
361,913.4955
849,1873.823
1067,778.39636
1,1288.6158
380,1122.9567
344,304.74066
683,1734.3312
405,2052.2825
602,658.7067
1296,408.05075
782,1054.2375
91,1493.8765
1122,908.3543
251,609.3387
218,686.35
941,1018.22614
533,655.71747
1258,527.1569
1059,1233.6224
905,2049.4194
220,1161.2965
230,961.6982
1319,580.3223
265,1008.3533
906,1594.0558
880,1879.9363
733,460.46408
1004,1714.5679
866,848.98193
80,656.8525
1278,883.22845
744,1695.3969
1010,1682.4443
351,1844.9802
524,1829.7335
573,766.21204
208,2309.9202
799,1366.8555
97,1055.6543
375,1685.9888
1076,642.2149
189,1500.6829
225,679.79376
1084,1174.496
1029,985.9696
1248,1789.4683
73,1161.2965
1178,1769.511
659,822.7761
87,1534.1858
474,642.50934
1111,767.34906
56,824.22455
816,632.60504
1077,1000.07
348,899.22455
664,804.4317
536,1150.7532
248,851.3128
3,718.2779
170,363.03024
555,441.54388
612,2283.5852
1239,1228.0237
981,786.6516
487,1113.2399
404,1060.1625
1031,2629.2651
1314,329.85416
320,891.779
729,1370.0265
1107,1477.5674
314,405.97983
1273,377.39032
1270,598.68115
693,2497.0408
1205,670.2266
911,943.6378
272,465.56006
532,1332.3461
1102,1249.814
1182,589.73193
839,5046.468
529,1132.9849
863,881.53046
772,1120.9642
1221,1958.6232
759,558.7188
1194,832.02875
821,1507.4111
497,930.4637
100,691.3767
1204,1715.0408
1071,565.06226
1202,775.4754
881,595.0528
919,351.82843
968,1399.4387
299,853.01184
632,836.8736
36,317.555
193,1008.3533
1274,2062.5725
481,1214.2883
143,858.89044
999,562.6117
383,493.4772
1075,1919.9797
168,363.03024
515,1610.3126
662,300.9823
1150,948.29376
108,949.2337
997,729.1703
103,937.2576
308,454.886
975,1553.3372
872,1097.994
1170,629.36676
425,680.81494
179,674.7603
217,402.73193
803,1224.7523
1148,1275.8801
814,1500.9469
774,608.8343
908,930.02686
1006,295.50745
1247,1242.9382
707,725.23193
1230,1704.005
381,524.5054
882,353.0843
708,834.33856
502,1223.1467
1169,319.3273
550,822.7761
1096,2974.2002
24,1118.0051
784,1002.66
556,1409.4633
807,1701.4073
1245,517.3262
751,1349.826
1039,1259.291
1176,708.35645
797,2292.1663
830,1161.0387
865,1037.2166
313,909.20435
1217,1905.6564
1046,1348.4303
1253,463.71783
931,1835.0847
232,881.58356
1174,1835.0847
969,2387.482
548,573.8469
164,443.20877
1047,1585.7207
77,1175.2865
652,396.63
554,508.29227
512,1102.5273
1127,418.48862
1131,2260.535
785,1851.896
140,1166.7472
1225,419.02634
922,2259.8384
479,1323.4624
544,518.044
841,574.91455
478,784.4325
1155,1504.1692
113,1516.6285
284,648.62573
415,483.26617
735,772.5898
604,1088.1595
33,760.6239
177,723.9615
363,951.0682
888,1283.5856
530,427.02127
150,464.85025
62,1134.0862
1212,1184.4718
752,2446.4133
851,3369.5679
1097,459.47778
84,974.266
1042,1406.299
605,1511.8038
668,1085.9614
1066,1232.8191
1237,1639.2582
1259,1163.4984
198,820.9972
617,2805.7866
420,1133.5656
1267,1687.2847
11,505.48254
800,561.59485
829,415.00583
368,752.74896
1164,1873.6609
809,1938.4761
1255,835.0434
793,1944.7672
1142,1830.9235
47,298.98114
1264,760.30615
428,154.93237
1308,552.05566
374,956.92236
301,942.21643
767,2425.8687
1009,898.2924
82,988.77905
280,783.2666
940,1537.002
1172,1078.9929
1157,1220.1814
1238,1073.04
315,1338.7148
583,2281.2642
704,2214.6958
649,690.96454
897,400.55237
1064,2184.0596
147,580.4321
274,855.421
1087,1860.3715
1193,800.21136
1045,399.2308
433,961.5069
68,326.91083
1141,459.47778
777,1454.6923
72,1121.0132
900,510.99036
419,457.2969
577,1834.048
656,1444.0372
249,1701.4073
713,901.2484
1272,442.2971
300,1035.7656
457,784.19525
268,660.8263
122,794.5474
531,1017.3966
399,730.7776
109,596.1575
971,1025.8121
310,273.26013
692,1819.329
392,687.01715
812,994.919
794,2012.2316
950,429.84155
173,600.7342
892,682.23004
1143,868.4398
665,1176.3276
776,1350.5013
868,1787.9144
658,3295.5696
1023,844.76245
495,1915.9478
885,1879.8065
1220,1613.8556
332,497.2915
192,1281.3524
429,1079.8983
1079,1843.5695
846,723.9615
561,994.3364
330,851.02106
158,478.46088
127,537.8919
38,1082.6255
1032,1296.8245
1201,410.7594
646,1637.93
679,905.3593
820,2130.3047
948,928.84784
483,1995.9921
1017,852.9454
421,1344.769
