laptop_ID,Price_in_euros
209,1734.4196
1281,305.65902452380953
1168,409.91920000000005
1231,964.9953
1020,1076.305
379,459.05199999999996
553,955.23
172,990.2007999999998
779,1499.6359999999997
609,309.2335666666667
256,2411.6600499999995
117,1506.1304999999984
283,504.036
1195,1620.1974000000002
588,1009.5726000000001
743,524.6052999999999
715,2556.0327000000007
160,1444.6305
1021,1836.030600000001
49,616.7133000000003
690,1390.5915
1135,275.16900000000004
852,737.6810666666668
857,1586.7119000000002
210,496.9588999999999
485,612.6455
560,524.9902
1209,418.2286000000001
953,2546.9233
460,1060.4837999999997
1092,2155.0384166666663
152,459.46105000000006
806,904.8210000000003
986,2843.355366666666
917,2021.2416999999998
408,1981.8022619047617
942,603.9993999999996
959,1565.7622000000001
461,912.198
858,1472.4796000000001
329,594.7674999999999
1293,1066.4536
1284,544.8161999999998
628,1259.9714999999999
262,1185.532366666666
933,1092.6681333333333
676,1096.4453
608,678.4936
125,728.5786333333333
450,472.2275
67,1879.2907
93,670.1552500000001
769,1184.940238095238
1070,631.42225
1162,1597.2220000000002
594,1812.4398
288,591.0756
273,794.3312
355,969.6621
717,696.1226666666668
18,2919.982000000001
804,1692.0501000000002
60,458.6529
186,1906.8695
298,1591.9470999999999
864,1318.4362333333336
1026,991.5757000000003
240,1548.4100666666668
875,1752.1916
276,2350.4256999999993
939,655.3926000000006
436,398.4513333333333
702,1018.971
938,1830.7856000000006
558,848.2187999999999
527,1230.1209666666666
624,1581.7642999999998
1128,1731.0918000000006
844,1478.8689000000002
811,1349.129
129,538.8250999999999
994,1523.6902000000002
445,2051.2238
1051,1608.1699
937,1450.7582666666667
1073,2049.9595999999974
382,669.0638333333333
765,897.7052
159,1172.3312
998,975.9414999999999
696,674.8610666666667
90,1924.5901999999999
1082,1194.1339
913,2994.943000000001
252,2788.623066666665
1183,1201.1440599999999
589,1043.5985
962,507.93788571428576
989,1067.4374000000003
361,891.9357000000001
849,1837.544766666666
1067,799.8703000000003
1,1215.4375000000007
380,1027.5176
344,359.2168000000003
683,1721.6808999999996
405,1934.5230999999997
602,529.1031000000002
1296,392.168
782,1135.6541
91,1560.5739999999994
1122,656.5262999999999
251,799.3264999999999
218,652.9181000000001
941,965.9469000000006
533,613.7086
1258,551.8897
1059,1552.2223999999999
905,1941.6738000000007
220,1219.3127000000004
230,912.4948333333334
1319,669.6055
265,1055.826
906,1612.27
880,1876.3178
733,526.5303
1004,1708.6779999999999
866,861.6806000000003
80,612.7128
1278,1254.3838
744,1665.4103
1010,1513.6647999999998
351,1797.8768
524,1983.9184
573,792.0536999999999
208,2405.6236333333327
799,1357.2796000000003
97,1544.1136000000004
375,1546.1077000000002
1076,579.1601999999998
189,1428.3107333333332
225,787.9633000000014
1084,1161.366
1029,1060.641
1248,1675.76
73,1219.3127000000004
1178,1530.8869000000004
659,980.8056266666667
87,1464.4440999999997
474,586.6393
1111,664.8843999999996
56,783.4960000000003
816,765.4523999999999
1077,1212.5576999999992
348,794.7304500000001
664,843.7649000000005
536,1356.0426
248,1009.7866333333333
3,767.2798999999999
170,381.56880000000007
555,433.7515
612,2185.076400000001
1239,1182.6825999999996
981,726.0712
487,1135.6263000000006
404,1035.2963000000004
1031,2166.5507000000002
1314,235.03350000000003
320,830.3145000000001
729,1121.3990000000001
1107,1337.1852833333332
314,448.80065
1273,422.88309999999996
1270,632.97765
693,2537.8447666666657
1205,634.009
911,1009.5726000000001
272,460.68939999999986
532,1218.5839
1102,1136.7952999999998
1182,706.3083916666667
839,4556.7158
529,1164.5527
863,721.1122833333332
772,1236.9784000000002
1221,1946.1535000000003
759,536.79
1194,712.6080000000002
821,1402.1174999999996
497,874.1537
100,661.9905000000002
1204,1969.5857999999996
1071,637.7441
1202,703.9173
881,566.6751166666669
919,368.69450000000006
968,1303.2163
299,1003.4336999999998
632,728.1101433333336
36,313.5985666666667
193,1055.826
1274,1958.2810000000004
481,1096.0861
143,668.8896
999,598.3892000000001
383,451.1020733333334
1075,1962.8429000000003
168,381.56880000000007
515,1773.6352000000002
662,362.9224000000003
1150,1117.3166666666662
108,862.8485000000001
997,578.7847999999999
103,1006.739852380953
308,637.2693416666666
975,1524.2454000000005
872,1101.6421333333344
1170,570.9119833333333
425,796.2038
179,559.4840000000002
217,364.0993000000003
803,1266.2319999999997
1148,1269.0395000000005
814,1471.0337
774,1026.8082000000002
908,1100.4701
1006,370.78960000000023
1247,1197.2882999999995
707,580.0681416666666
1230,1709.326833333334
381,502.8038666666665
882,443.87816999999995
708,1048.9439
502,1276.7519000000004
1169,399.41700000000003
550,980.8056266666667
1096,3007.6482999999994
24,1045.9285
784,1180.4294
556,1503.6352000000002
807,1801.3587
1245,562.1356999999998
751,1312.9154000000003
1039,1331.74
1176,690.2124
797,2244.7883500000007
830,1199.2402
865,933.1447999999999
313,865.5762000000001
1217,1777.2514666666666
1046,1401.427834166667
1253,451.39975000000004
931,1733.0608000000002
232,897.2257000000001
1174,1733.0608000000002
969,2651.43241
548,597.6889
164,455.995
1047,1308.4408
77,1122.4974000000002
652,435.7840000000004
554,455.3473666666665
512,1213.0551
1127,494.4278
1131,2455.2729999999983
785,2168.9764000000005
140,1395.5716999999997
1225,403.7540000000001
922,2045.4828000000002
479,1348.7834999999998
544,615.0106999999999
841,583.7814
478,982.3639999999999
1155,1342.5733000000007
113,1689.7501666666667
284,629.47805
415,486.6835000000002
735,1238.9017999999996
604,1052.5655
33,651.1454216666668
177,633.0847333333335
363,1063.7864
888,1207.7933999999996
530,499.35979999999995
150,422.88309999999996
62,1043.1389
1212,1150.2567999999999
752,2366.3882
851,3020.534416666666
1097,450.24533333333324
84,987.4654999999999
1042,1542.0025999999998
605,1604.7781999999997
668,1078.5095000000001
1066,1189.9426999999998
1237,1699.5157000000002
1259,1363.8162000000004
198,936.2608
617,3569.2486000000004
420,1103.0566000000001
1267,1824.8935000000001
11,501.16554999999994
800,283.81250000000006
829,491.7283
368,752.095
1164,1540.9600000000003
809,2071.2796999999987
1255,751.9486000000002
793,2011.2934
1142,1536.3466
47,446.03547999999995
1264,851.4229999999999
428,398.2718333333334
1308,492.88899999999995
374,819.4550333333334
301,1069.2707
767,2580.932593333333
1009,1226.45
82,924.0851999999999
280,712.8254499999999
940,1583.2509000000002
1172,924.4011999999999
1157,1219.5773083333331
1238,924.5450999999999
315,1301.7798
583,2081.1441
704,1972.7741
649,772.3113666666667
897,477.54762000000034
1064,2292.1825
147,443.20245833333325
274,1002.3016999999995
1087,1540.5832000000003
1193,849.1252000000001
1045,495.3176
433,884.6145000000002
68,402.5365000000001
1141,450.24533333333324
777,1490.4337999999998
72,1391.3797999999997
900,455.79900000000004
419,482.8011000000001
577,2042.5892999999987
656,1524.99
249,1801.3587
713,761.5969999999999
1272,416.3121566666667
300,1114.1112583333331
457,812.5872
268,603.9993999999996
122,1074.5764
531,1016.3383
399,733.9770500000002
109,500.86005000000006
971,674.8843999999999
310,314.0434600000005
692,1774.3090000000009
392,832.3890000000001
812,889.4895999999999
794,1867.1185000000007
950,536.3142500000001
173,648.137
892,739.5833666666665
1143,920.8466666666666
665,1229.2025333333347
776,1487.7312
868,1479.0448999999999
658,3008.031000000001
1023,972.6395000000001
495,1922.5742
885,1805.8494
1220,1545.7496999999996
332,571.7167999999999
192,1408.3683999999992
429,1325.9461999999999
1079,1896.529300000001
846,633.0847333333335
561,786.4186333333334
330,828.3645333333333
158,632.9981
127,476.3346000000001
38,1014.2476000000001
1032,1160.06
1201,436.9623000000001
646,1798.0496000000003
679,883.8704000000001
820,2057.1859333333327
948,937.3884000000002
483,1935.6430999999998
1017,953.48
421,1355.9343
