laptop_ID,Price_in_euros
209,1918.5728000000004
1281,304.2631928571429
1168,382.75339999999994
1231,1032.7755595238095
1020,1104.8870000000002
379,516.6640000000001
553,872.54
172,979.5190333333335
779,1481.6886333333334
609,371.3860000000001
256,2406.942649999999
117,1440.5779999999984
283,541.92956
1195,1572.7420000000002
588,877.3565000000001
743,581.3445839285715
715,2731.2409000000002
160,1464.2435
1021,1850.2100000000005
49,627.2923000000003
690,1390.7670666666666
1135,294.57850000000013
852,693.5013666666666
857,1498.4066000000003
210,533.8777999999999
485,571.1036
560,597.68
1209,444.81483333333335
953,2385.080752380952
460,1023.6881333333336
1092,2246.243766666666
152,531.02745
806,826.5239000000001
986,3028.8320000000003
917,2001.9692000000002
408,1942.9698809523804
942,634.6054999999998
959,1594.3671
461,910.5712000000002
858,1479.4061142857145
329,685.6795000000001
1293,991.4791999999999
1284,552.8809999999999
628,1264.9585
262,1163.6272999999992
933,1099.5234066666665
676,1130.1261666666667
608,680.3053940476191
125,656.4325
450,461.29200000000003
67,2034.3422000000005
93,561.4916
769,1186.8876190476194
1070,563.5138783333333
1162,1606.7301
594,1768.3585
288,666.1685000000001
273,782.74
355,1007.6881
717,701.7194999999999
18,2826.0695000000005
804,1684.7804
60,471.4632000000001
186,1963.0495999999998
298,1572.1874333333333
864,1312.0485000000003
1026,1010.7648000000005
240,1516.4510000000002
875,1742.6367999999995
276,2259.9646999999995
939,616.8266500000004
436,431.9935
702,1024.8
938,1775.9150000000006
558,828.807516666667
527,1291.0076190476193
624,1581.9753999999998
1128,1640.5716000000002
844,1567.9399666666664
811,1367.8259000000003
129,579.419
994,1445.8159
445,2015.45
1051,1605.4032000000004
937,1544.9900999999998
1073,1935.9068833333326
382,656.7545333333334
765,845.9599345238094
159,1203.5430999999999
998,981.7628000000001
696,646.6117499999999
90,1963.0519
1082,1297.177866666667
913,3777.409200000001
252,2695.0994999999984
1183,1193.106183333333
589,1008.2905000000001
962,530.3383500000001
989,1130.0606166666666
361,892.7762333333334
849,1734.8599
1067,687.5556
1,1128.2516000000005
380,1104.181
344,388.9766000000003
683,1754.3762666666664
405,1981.0828999999999
602,542.6840000000001
1296,385.35425000000004
782,1154.72
91,1500.9054999999996
1122,674.4290999999998
251,833.5630238095239
218,656.4325
941,927.4977083333338
533,602.741
1258,534.2899000000001
1059,1483.5406
905,1951.629
220,1223.9993000000002
230,949.446199999999
1319,687.1908999999999
